set,path,label,xmin,ymin,xmax,ymax
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderYellow,0.415865385,0.528846154,0.492788462,0.627403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderYellow,0.502403846,0.533653846,0.579326923,0.627403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderGurney,0.588942308,0.536057692,0.663461538,0.632211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderGurney,0.5,0.639423077,0.579326923,0.737980769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderYellow,0.334134615,0.641826923,0.40625,0.735576923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderGurney,0.418269231,0.641826923,0.492788462,0.735576923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage4_jpg.rf.d3855d09f6dc0d7cb64c4008ad13e48a.jpg,OrderRed,0.675480769,0.651442308,0.752403846,0.752403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderBlue,0.673076923,0.15625,0.757211538,0.257211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderBlue,0.490384615,0.170673077,0.574519231,0.274038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderBlue,0.399038462,0.180288462,0.485576923,0.28125
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderBlue,0.223557692,0.189903846,0.302884615,0.295673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderRed,0.403846154,0.300480769,0.485576923,0.403846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderRed,0.310096154,0.307692308,0.394230769,0.399038462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderRed,0.223557692,0.310096154,0.307692308,0.415865385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderRed,0.673076923,0.403846154,0.757211538,0.504807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderGurney,0.586538462,0.411057692,0.663461538,0.512019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderYellow,0.495192308,0.411057692,0.574519231,0.514423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderBlue,0.317307692,0.427884615,0.394230769,0.528846154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderGurney,0.228365385,0.432692308,0.310096154,0.526442308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderGurney,0.490384615,0.53125,0.574519231,0.641826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderYellow,0.317307692,0.538461538,0.401442308,0.644230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderYellow,0.403846154,0.538461538,0.485576923,0.644230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderYellow,0.233173077,0.552884615,0.3125,0.644230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderRed,0.579326923,0.646634615,0.663461538,0.747596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderGurney,0.408653846,0.653846154,0.485576923,0.754807692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderGurney,0.319711538,0.65625,0.401442308,0.759615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.df3a8d88fa79de55d2aeebf41bef9dec.jpg,OrderYellow,0.235576923,0.661057692,0.314903846,0.759615385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderBlue,0.677884615,0.134615385,0.759615385,0.237980769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderBlue,0.495192308,0.15625,0.576923077,0.257211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderBlue,0.403846154,0.165865385,0.487980769,0.269230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderBlue,0.230769231,0.180288462,0.307692308,0.288461538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderRed,0.411057692,0.286057692,0.490384615,0.391826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderRed,0.317307692,0.295673077,0.399038462,0.389423077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderRed,0.230769231,0.302884615,0.3125,0.40625
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderRed,0.685096154,0.382211538,0.762019231,0.485576923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderGurney,0.596153846,0.391826923,0.670673077,0.495192308
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderYellow,0.502403846,0.394230769,0.581730769,0.5
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderBlue,0.324519231,0.413461538,0.403846154,0.519230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderGurney,0.237980769,0.423076923,0.317307692,0.519230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderGurney,0.504807692,0.514423077,0.581730769,0.627403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderYellow,0.329326923,0.528846154,0.408653846,0.632211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderYellow,0.415865385,0.524038462,0.495192308,0.632211538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderYellow,0.245192308,0.543269231,0.322115385,0.637019231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderRed,0.59375,0.625,0.675480769,0.728365385
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderGurney,0.423076923,0.639423077,0.497596154,0.742788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderGurney,0.334134615,0.644230769,0.415865385,0.75
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image8_jpg.rf.edbd886dbb377b1dfcaa93ca5be1129c.jpg,OrderYellow,0.247596154,0.651442308,0.326923077,0.752403846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderBlue,0.682692308,0.274038462,0.747596154,0.365384615
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderBlue,0.53125,0.28125,0.598557692,0.367788462
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderBlue,0.454326923,0.28125,0.524038462,0.372596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderBlue,0.302884615,0.283653846,0.375,0.372596154
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderRed,0.459134615,0.379807692,0.521634615,0.473557692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderRed,0.384615385,0.384615385,0.449519231,0.471153846
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderRed,0.307692308,0.387019231,0.372596154,0.475961538
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderRed,0.6875,0.473557692,0.759615385,0.567307692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderYellow,0.536057692,0.483173077,0.605769231,0.567307692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderGurney,0.610576923,0.483173077,0.680288462,0.567307692
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderBlue,0.384615385,0.485576923,0.454326923,0.576923077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderGurney,0.307692308,0.485576923,0.379807692,0.576923077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderYellow,0.463942308,0.584134615,0.533653846,0.668269231
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderGurney,0.540865385,0.586538462,0.608173077,0.670673077
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderYellow,0.389423077,0.588942308,0.456730769,0.673076923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderYellow,0.314903846,0.591346154,0.382211538,0.675480769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderRed,0.615384615,0.680288462,0.689903846,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderGurney,0.46875,0.685096154,0.533653846,0.766826923
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderGurney,0.394230769,0.6875,0.459134615,0.769230769
TRAIN,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\image6_jpg.rf.f52a8959219f705eddff7a4328e5335c.jpg,OrderYellow,0.314903846,0.685096154,0.387019231,0.776442308
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.887019231,0.173076923,0.966346154,0.271634615
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.694711538,0.173076923,0.774038462,0.28125
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.420673077,0.175480769,0.5,0.28125
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.605769231,0.177884615,0.682692308,0.283653846
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderRed,0.423076923,0.298076923,0.495192308,0.399038462
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderRed,0.512019231,0.298076923,0.588942308,0.399038462
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.420673077,0.298076923,0.495192308,0.401442308
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderRed,0.600961538,0.295673077,0.677884615,0.40625
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderGurney,0.420673077,0.420673077,0.495192308,0.516826923
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderYellow,0.692307692,0.418269231,0.769230769,0.519230769
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderRed,0.877403846,0.415865385,0.959134615,0.528846154
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderBlue,0.514423077,0.423076923,0.588942308,0.521634615
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderGurney,0.786057692,0.423076923,0.862980769,0.524038462
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderYellow,0.420673077,0.540865385,0.495192308,0.639423077
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderYellow,0.509615385,0.540865385,0.584134615,0.644230769
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderYellow,0.598557692,0.543269231,0.673076923,0.641826923
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderGurney,0.689903846,0.545673077,0.764423077,0.644230769
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderYellow,0.423076923,0.65625,0.495192308,0.75
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderGurney,0.509615385,0.658653846,0.579326923,0.752403846
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderGurney,0.596153846,0.661057692,0.673076923,0.759615385
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage5_jpg.rf.5b398e08b509f5ddbb7ad406ec33827a.jpg,OrderRed,0.771634615,0.663461538,0.850961538,0.769230769
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderBlue,0.677884615,0.158653846,0.759615385,0.269230769
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderBlue,0.497596154,0.165865385,0.579326923,0.278846154
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderBlue,0.228365385,0.170673077,0.3125,0.28125
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderBlue,0.413461538,0.173076923,0.492788462,0.28125
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderRed,0.415865385,0.293269231,0.495192308,0.399038462
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderRed,0.230769231,0.295673077,0.3125,0.401442308
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderRed,0.324519231,0.295673077,0.408653846,0.401442308
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderRed,0.685096154,0.40625,0.759615385,0.502403846
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderYellow,0.504807692,0.411057692,0.581730769,0.507211538
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderGurney,0.596153846,0.411057692,0.673076923,0.507211538
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderBlue,0.326923077,0.413461538,0.401442308,0.514423077
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderGurney,0.233173077,0.418269231,0.317307692,0.521634615
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderGurney,0.502403846,0.528846154,0.584134615,0.629807692
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderYellow,0.418269231,0.53125,0.492788462,0.629807692
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderYellow,0.329326923,0.536057692,0.403846154,0.629807692
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderYellow,0.237980769,0.540865385,0.317307692,0.634615385
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderRed,0.591346154,0.646634615,0.673076923,0.747596154
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderGurney,0.329326923,0.649038462,0.408653846,0.747596154
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderGurney,0.420673077,0.646634615,0.495192308,0.752403846
TEST,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\testimage7_jpg.rf.e2cb044af696f14f920883eda4697ee3.jpg,OrderYellow,0.240384615,0.651442308,0.322115385,0.754807692
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderRed,0.286057692,0.213942308,0.358173077,0.310096154
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderBlue,0.463942308,0.21875,0.533653846,0.314903846
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderBlue,0.377403846,0.21875,0.449519231,0.319711538
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderGurney,0.721153846,0.221153846,0.795673077,0.322115385
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderRed,0.375,0.336538462,0.447115385,0.427884615
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderBlue,0.634615385,0.336538462,0.709134615,0.435096154
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderGurney,0.288461538,0.449519231,0.358173077,0.548076923
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderYellow,0.634615385,0.454326923,0.709134615,0.552884615
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderYellow,0.459134615,0.569711538,0.533653846,0.665865385
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderBlue,0.71875,0.572115385,0.793269231,0.670673077
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderYellow,0.286057692,0.675480769,0.360576923,0.776442308
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderGurney,0.375,0.680288462,0.447115385,0.776442308
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderGurney,0.461538462,0.682692308,0.528846154,0.776442308
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderRed,0.548076923,0.685096154,0.615384615,0.778846154
VALIDATION,C:\Users\User\Documents\GitHub\tensorflow-test\datasets\V1\Combined\WorkOrder_png.rf.c04c08c3825973837412d500e606157a.jpg,OrderRed,0.632211538,0.680288462,0.706730769,0.783653846
